,sub,PR Evidence,bias_highbaserate,pre_map_change,post_map_change,rt_planning_pr,median_RT_actionselection,trial_num,planning_q,PR_individual_answers,experiment,log_rt_planning
477,5study5_pr_2_2023-06-22_15h00.46.921.csv,1.0,0.5,1.0,0.0,0.4374,0.3774,0.1050096853896807,0,1,2,0.14754247530821754
478,5study5_pr_2_2023-06-22_15h00.46.921.csv,1.0,0.5,1.0,0.0,0.53,0.3774,1.1050096853896807,1,1,2,0.33957137361171774
479,5study5_pr_2_2023-06-22_15h00.46.921.csv,1.0,0.5,1.0,0.0,0.1972,0.3774,2.105009685389681,2,1,2,-0.6490871907659148
480,5study5_pr_2_2023-06-22_15h00.46.921.csv,1.0,0.5,1.0,0.0,0.0972,0.3774,3.105009685389681,3,1,2,-1.3565349214680564
481,63f8c22575a1b5631333e8d3_study5_pr_2_2023-06-22_15h01.41.000.csv,0.75,0.75,0.75,0.75,2.8701,0.4349,-0.8949903146103193,2,0,2,1.8869860317486384
482,63f8c22575a1b5631333e8d3_study5_pr_2_2023-06-22_15h01.41.000.csv,0.75,0.75,0.75,0.75,0.6854,0.4349,0.1050096853896807,1,1,2,0.45488648983691576
483,63f8c22575a1b5631333e8d3_study5_pr_2_2023-06-22_15h01.41.000.csv,0.75,0.75,0.75,0.75,1.1688,0.4349,4.105009685389681,3,1,2,0.9886167408328971
484,63f8c22575a1b5631333e8d3_study5_pr_2_2023-06-22_15h01.41.000.csv,0.75,0.75,0.75,0.75,0.3015,0.4349,5.105009685389681,0,1,2,-0.36634610343635265
485,5ada203ce34a050001b85276_study5_pr_2_2023-06-22_15h55.18.695.csv,0.5,0.5,1.0,0.5,3.7155,0.76785,2.105009685389681,1,1,2,1.5766741360258218
486,5ada203ce34a050001b85276_study5_pr_2_2023-06-22_15h55.18.695.csv,0.5,0.5,1.0,0.5,1.2002,0.76785,3.105009685389681,0,0,2,0.4466490869837105
487,5ada203ce34a050001b85276_study5_pr_2_2023-06-22_15h55.18.695.csv,0.5,0.5,1.0,0.5,0.9178,0.76785,4.105009685389681,3,0,2,0.178385100389031
488,5ada203ce34a050001b85276_study5_pr_2_2023-06-22_15h55.18.695.csv,0.5,0.5,1.0,0.5,2.5661,0.76785,5.105009685389681,2,1,2,1.2065481140058643
489,60643e9b1b2e851ff9238862_study5_pr_2_2023-06-22_19h30.14.329.csv,0.0,0.5,1.0,1.0,0.6816,0.65245,0.1050096853896807,3,0,2,0.04370846760685006
490,60643e9b1b2e851ff9238862_study5_pr_2_2023-06-22_19h30.14.329.csv,0.0,0.5,1.0,1.0,1.0971,0.65245,2.105009685389681,1,0,2,0.5196911059151894
491,60643e9b1b2e851ff9238862_study5_pr_2_2023-06-22_19h30.14.329.csv,0.0,0.5,1.0,1.0,0.3234,0.65245,3.105009685389681,0,0,2,-0.7018445607652493
492,6486095a473feb3d3607d3de_study5_pr_2_2023-06-22_15h55.30.425.csv,0.666666667,0.666666667,0.75,0.75,0.821299999,0.4701,-0.8949903146103193,3,1,2,0.5579430114984798
493,6486095a473feb3d3607d3de_study5_pr_2_2023-06-22_15h55.30.425.csv,0.666666667,0.666666667,0.75,0.75,1.272700001,0.4701,1.1050096853896807,0,0,2,0.9959504697536476
494,6486095a473feb3d3607d3de_study5_pr_2_2023-06-22_15h55.30.425.csv,0.666666667,0.666666667,0.75,0.75,3.372,0.4701,4.105009685389681,2,1,2,1.9703158810916612
495,5study5_pr_2_2023-06-22_15h01.54.447.csv,0.25,0.5,1.0,0.5,0.9723,0.6838,1.1050096853896807,2,0,2,0.35199892161041063
496,5study5_pr_2_2023-06-22_15h01.54.447.csv,0.25,0.5,1.0,0.5,1.3847,0.6838,2.105009685389681,1,0,2,0.7055733114554674
497,5study5_pr_2_2023-06-22_15h01.54.447.csv,0.25,0.5,1.0,0.5,0.7513,0.6838,3.105009685389681,0,1,2,0.09413956216991405
498,5study5_pr_2_2023-06-22_15h01.54.447.csv,0.25,0.5,1.0,0.5,0.7375,0.6838,5.105009685389681,3,0,2,0.07560061100877415
499,5ee4a14b578f8a000b384376_study5_pr_2_2023-06-22_21h41.53.772.csv,0.5,0.5,1.0,1.0,0.9398,0.7747,0.1050096853896807,1,1,2,0.19319122903085834
500,5ee4a14b578f8a000b384376_study5_pr_2_2023-06-22_21h41.53.772.csv,0.5,0.5,1.0,1.0,0.6126,0.7747,3.105009685389681,0,0,2,-0.2347636632391819
501,5ee4a14b578f8a000b384376_study5_pr_2_2023-06-22_21h41.53.772.csv,0.5,0.5,1.0,1.0,0.9315,0.7747,4.105009685389681,3,1,2,0.1843203324037862
502,5ee4a14b578f8a000b384376_study5_pr_2_2023-06-22_21h41.53.772.csv,0.5,0.5,1.0,1.0,0.5385,0.7747,6.105009685389681,2,0,2,-0.3636883610414138
503,612cd9f34adcee82f65685a1_study5_pr_2_2023-06-22_16h01.23.116.csv,1.0,0.5,0.5,0.5,0.252,0.3515,0.1050096853896807,0,1,2,-0.3327806237392962
504,612cd9f34adcee82f65685a1_study5_pr_2_2023-06-22_16h01.23.116.csv,1.0,0.5,0.5,0.5,0.2016,0.3515,2.105009685389681,1,1,2,-0.5559241750535059
505,612cd9f34adcee82f65685a1_study5_pr_2_2023-06-22_16h01.23.116.csv,1.0,0.5,0.5,0.5,0.267800001,0.3515,5.105009685389681,3,1,2,-0.2719692742595174
506,612cd9f34adcee82f65685a1_study5_pr_2_2023-06-22_16h01.23.116.csv,1.0,0.5,0.5,0.5,0.150699999,0.3515,6.105009685389681,2,1,2,-0.8469186122539698
507,5study5_pr_2_2023-06-22_14h51.10.923.csv,0.5,1.0,0.5,0.0,0.786,0.471,0.1050096853896807,0,1,2,0.5120986984127889
508,5study5_pr_2_2023-06-22_14h51.10.923.csv,0.5,1.0,0.5,0.0,2.905,0.471,1.1050096853896807,1,1,2,1.8193305752695939
509,5study5_pr_2_2023-06-22_14h51.10.923.csv,0.5,1.0,0.5,0.0,5.236,0.471,5.105009685389681,2,0,2,2.408455033013373
510,5study5_pr_2_2023-06-22_14h51.10.923.csv,0.5,1.0,0.5,0.0,3.685,0.471,6.105009685389681,3,0,2,2.057167710607019
511,62fb79e7c968f4fc555d1e2f_study5_pr_2_2023-06-22_21h46.26.882.csv,0.5,0.5,1.0,0.0,2.7684,0.29135,-0.8949903146103193,0,1,2,2.251499521378625
512,62fb79e7c968f4fc555d1e2f_study5_pr_2_2023-06-22_21h46.26.882.csv,0.5,0.5,1.0,0.0,0.3508,0.29135,2.105009685389681,3,1,2,0.1856909669089447
513,62fb79e7c968f4fc555d1e2f_study5_pr_2_2023-06-22_21h46.26.882.csv,0.5,0.5,1.0,0.0,0.6418,0.29135,4.105009685389681,2,0,2,0.7897514350866734
514,62fb79e7c968f4fc555d1e2f_study5_pr_2_2023-06-22_21h46.26.882.csv,0.5,0.5,1.0,0.0,0.1731,0.29135,5.105009685389681,1,0,2,-0.5206558314069196
515,6study5_pr_2023-06-19_21h01.45.209.csv,1.0,1.0,0.5,0.75,1.2905,0.2507,0.1050096853896807,1,1,2,1.638528013994421
516,6study5_pr_2023-06-19_21h01.45.209.csv,1.0,1.0,0.5,0.75,0.4404,0.2507,5.105009685389681,5,1,2,0.5634263996842773
517,6study5_pr_2023-06-19_21h01.45.209.csv,1.0,1.0,0.5,0.75,0.3935,0.2507,6.105009685389681,4,1,2,0.4508240626932104
518,6study5_pr_2023-06-19_21h01.45.209.csv,1.0,1.0,0.5,0.75,0.2502,0.2507,7.105009685389681,3,1,2,-0.001996407131436959
519,5study5_pr_2_2023-06-22_16h00.55.061.csv,0.25,0.5,1.0,0.0,7.8112,0.38865,-0.8949903146103193,0,0,2,3.0006346845224123
520,5study5_pr_2_2023-06-22_16h00.55.061.csv,0.25,0.5,1.0,0.0,1.9492,0.38865,0.1050096853896807,3,0,2,1.6124951152931224
521,5study5_pr_2_2023-06-22_16h00.55.061.csv,0.25,0.5,1.0,0.0,0.4432,0.38865,4.105009685389681,2,0,2,0.13134193975684538
522,5study5_pr_2_2023-06-22_16h00.55.061.csv,0.25,0.5,1.0,0.0,0.9133,0.38865,6.105009685389681,1,1,2,0.8543852180214045
523,63d79fcd741f9cfb2f87152f_study5_pr_2_2023-06-22_21h20.58.269.csv,0.75,0.5,1.0,0.25,0.8041,0.5859,1.1050096853896807,3,1,2,0.3165745130033606
524,63d79fcd741f9cfb2f87152f_study5_pr_2_2023-06-22_21h20.58.269.csv,0.75,0.5,1.0,0.25,0.303,0.5859,2.105009685389681,0,0,2,-0.6594163210413737
525,63d79fcd741f9cfb2f87152f_study5_pr_2_2023-06-22_21h20.58.269.csv,0.75,0.5,1.0,0.25,1.6122,0.5859,3.105009685389681,1,1,2,1.0122058582987576
526,63d79fcd741f9cfb2f87152f_study5_pr_2_2023-06-22_21h20.58.269.csv,0.75,0.5,1.0,0.25,1.0221,0.5859,4.105009685389681,2,1,2,0.5564654867842876
527,5study5_pr_2_2023-06-22_16h02.29.644.csv,0.5,0.5,1.0,0.0,3.5382,0.7295,-0.8949903146103193,1,1,2,1.579014034271673
528,5study5_pr_2_2023-06-22_16h02.29.644.csv,0.5,0.5,1.0,0.0,0.6674,0.7295,1.1050096853896807,3,0,2,-0.08896980164556673
529,5study5_pr_2_2023-06-22_16h02.29.644.csv,0.5,0.5,1.0,0.0,0.2712,0.7295,2.105009685389681,0,1,2,-0.9895028118965999
530,5study5_pr_2_2023-06-22_16h02.29.644.csv,0.5,0.5,1.0,0.0,1.8776,0.7295,4.105009685389681,2,0,2,0.9453902765739733
531,60171c9b1a726593103182b3_study5_pr_2_2023-06-22_15h36.19.080.csv,0.5,0.5,1.0,0.5,0.226,0.519,2.105009685389681,0,0,2,-0.8313688838936028
532,60171c9b1a726593103182b3_study5_pr_2_2023-06-22_15h36.19.080.csv,0.5,0.5,1.0,0.5,0.401,0.519,3.105009685389681,1,1,2,-0.2579424558593194
533,60171c9b1a726593103182b3_study5_pr_2_2023-06-22_15h36.19.080.csv,0.5,0.5,1.0,0.5,0.371,0.519,5.105009685389681,2,0,2,-0.33570182055845355
534,60171c9b1a726593103182b3_study5_pr_2_2023-06-22_15h36.19.080.csv,0.5,0.5,1.0,0.5,0.28,0.519,6.105009685389681,3,1,2,-0.6171142799966389
535,61503885693f6ebde3f2fcbc_study5_pr_2_2023-06-22_16h01.17.789.csv,0.75,0.5,1.0,0.0,3.2043,0.65125,-0.8949903146103193,0,1,2,1.5933553436961827
536,61503885693f6ebde3f2fcbc_study5_pr_2_2023-06-22_16h01.17.789.csv,0.75,0.5,1.0,0.0,0.0751,0.65125,2.105009685389681,1,1,2,-2.1600730342974876
537,61503885693f6ebde3f2fcbc_study5_pr_2_2023-06-22_16h01.17.789.csv,0.75,0.5,1.0,0.0,0.5245,0.65125,4.105009685389681,2,0,2,-0.21644816523122493
538,61503885693f6ebde3f2fcbc_study5_pr_2_2023-06-22_16h01.17.789.csv,0.75,0.5,1.0,0.0,0.1589,0.65125,6.105009685389681,3,1,2,-1.4106185195249064
539,5study5_pr_2_2023-06-22_15h51.45.973.csv,0.5,0.75,0.75,0.75,5.748,0.387,-0.8949903146103193,2,0,2,2.6981825541691338
540,5study5_pr_2_2023-06-22_15h51.45.973.csv,0.5,0.75,0.75,0.75,0.553,0.387,1.1050096853896807,1,1,2,0.3569333084925531
541,5study5_pr_2_2023-06-22_15h51.45.973.csv,0.5,0.75,0.75,0.75,0.505,0.387,3.105009685389681,0,1,2,0.26613373624557796
542,5study5_pr_2_2023-06-22_15h51.45.973.csv,0.5,0.75,0.75,0.75,1.454,0.387,6.105009685389681,3,0,2,1.323648965063683
543,5ea5ce7be9fb245c8d7deded_study5_pr_2_2023-06-22_15h50.59.366.csv,0.75,0.5,1.0,0.0,0.379,0.307,0.1050096853896807,0,1,2,0.21068845749522927
544,5ea5ce7be9fb245c8d7deded_study5_pr_2_2023-06-22_15h50.59.366.csv,0.75,0.5,1.0,0.0,1.551,0.307,3.105009685389681,1,1,2,1.6198074155893416
545,5ea5ce7be9fb245c8d7deded_study5_pr_2_2023-06-22_15h50.59.366.csv,0.75,0.5,1.0,0.0,0.674,0.307,4.105009685389681,3,1,2,0.7863823633251099
546,5ea5ce7be9fb245c8d7deded_study5_pr_2_2023-06-22_15h50.59.366.csv,0.75,0.5,1.0,0.0,0.301,0.307,5.105009685389681,2,0,2,-0.019737482838321434
547,5study5_pr_2_2023-06-22_16h01.52.728.csv,0.5,0.75,0.75,0.5,0.4541,0.2958,1.1050096853896807,0,1,2,0.42863388782720596
548,5study5_pr_2_2023-06-22_16h01.52.728.csv,0.5,0.75,0.75,0.5,0.8108,0.2958,2.105009685389681,2,0,2,1.0083378643011456
549,5study5_pr_2_2023-06-22_16h01.52.728.csv,0.5,0.75,0.75,0.5,0.3914,0.2958,4.105009685389681,1,1,2,0.2800465046852765
550,5study5_pr_2_2023-06-22_16h01.52.728.csv,0.5,0.75,0.75,0.5,0.4011,0.2958,6.105009685389681,3,0,2,0.30452722249930775
551,5c329fab10677f0001de116a_study5_pr_2_2023-06-22_15h07.50.432.csv,0.25,0.5,1.0,0.0,0.8683,0.4867,0.1050096853896807,0,0,2,0.5788893602271908
552,5c329fab10677f0001de116a_study5_pr_2_2023-06-22_15h07.50.432.csv,0.25,0.5,1.0,0.0,0.568,0.4867,1.1050096853896807,3,0,2,0.15447350188174253
553,5c329fab10677f0001de116a_study5_pr_2_2023-06-22_15h07.50.432.csv,0.25,0.5,1.0,0.0,0.8121,0.4867,3.105009685389681,2,1,2,0.5119755684489565
554,5c329fab10677f0001de116a_study5_pr_2_2023-06-22_15h07.50.432.csv,0.25,0.5,1.0,0.0,0.4342,0.4867,4.105009685389681,1,0,2,-0.11414265939521727
555,6146ecd3f9931f9e8a9d8cc4_study5_pr_2_2023-06-22_14h57.29.102.csv,0.5,0.25,0.75,1.0,3.264,0.43695,-0.8949903146103193,0,1,2,2.010889944010444
556,6146ecd3f9931f9e8a9d8cc4_study5_pr_2_2023-06-22_14h57.29.102.csv,0.5,0.25,0.75,1.0,1.3849,0.43695,3.105009685389681,3,0,2,1.1535644417751187
557,6146ecd3f9931f9e8a9d8cc4_study5_pr_2_2023-06-22_14h57.29.102.csv,0.5,0.25,0.75,1.0,0.5363,0.43695,4.105009685389681,2,1,2,0.2048749339153262
558,6146ecd3f9931f9e8a9d8cc4_study5_pr_2_2023-06-22_14h57.29.102.csv,0.5,0.25,0.75,1.0,2.4158,0.43695,5.105009685389681,1,0,2,1.7099670020976245
559,60c1042feef36a30f677c2ca_study5_pr_2_2023-06-22_15h11.04.633.csv,1.0,0.5,1.0,0.0,3.3011,0.3875,0.1050096853896807,0,1,2,2.1422951764512903
560,60c1042feef36a30f677c2ca_study5_pr_2_2023-06-22_15h11.04.633.csv,1.0,0.5,1.0,0.0,0.42,0.3875,2.105009685389681,2,1,2,0.0805388624840122
561,60c1042feef36a30f677c2ca_study5_pr_2_2023-06-22_15h11.04.633.csv,1.0,0.5,1.0,0.0,0.5694,0.3875,3.105009685389681,3,1,2,0.3848673260505356
562,60c1042feef36a30f677c2ca_study5_pr_2_2023-06-22_15h11.04.633.csv,1.0,0.5,1.0,0.0,0.5891,0.3875,6.105009685389681,1,1,2,0.4188800997342398
563,5study5_pr_2_2023-06-22_16h51.05.415.csv,0.5,0.5,1.0,0.0,8.8191,0.3722,0.1050096853896807,3,0,2,3.165243758769842
564,5study5_pr_2_2023-06-22_16h51.05.415.csv,0.5,0.5,1.0,0.0,3.4518,0.3722,3.105009685389681,0,1,2,2.2272197688891526
565,5study5_pr_2_2023-06-22_16h51.05.415.csv,0.5,0.5,1.0,0.0,0.3677,0.3722,4.105009685389681,2,1,2,-0.01216395590092389
566,5study5_pr_2_2023-06-22_16h51.05.415.csv,0.5,0.5,1.0,0.0,0.9257,0.3722,6.105009685389681,1,0,2,0.9111188638650153
567,5study5_pr_2_2023-06-22_17h28.46.826.csv,0.75,0.5,1.0,0.0,0.327,0.218,1.1050096853896807,3,1,2,0.4054651081081644
568,5study5_pr_2_2023-06-22_17h28.46.826.csv,0.75,0.5,1.0,0.0,0.5,0.218,2.105009685389681,2,0,2,0.8301130356331028
569,5study5_pr_2_2023-06-22_17h28.46.826.csv,0.75,0.5,1.0,0.0,0.245,0.218,4.105009685389681,0,1,2,0.11676314775563801
570,5study5_pr_2_2023-06-22_17h28.46.826.csv,0.75,0.5,1.0,0.0,2.585,0.218,5.105009685389681,1,1,2,2.4729857241534403
571,5study5_pr_2_2023-06-22_14h58.33.847.csv,1.0,0.5,1.0,0.0,3.052,0.3535,-0.8949903146103193,2,1,2,2.1556689070677204
572,5study5_pr_2_2023-06-22_14h58.33.847.csv,1.0,0.5,1.0,0.0,0.534,0.3535,0.1050096853896807,1,1,2,0.41251235362356753
573,5study5_pr_2_2023-06-22_14h58.33.847.csv,1.0,0.5,1.0,0.0,0.051,0.3535,1.1050096853896807,3,1,2,-1.9360578526123018
574,5study5_pr_2_2023-06-22_14h58.33.847.csv,1.0,0.5,1.0,0.0,0.085,0.3535,2.105009685389681,0,1,2,-1.4252322288463108
575,62a447d91e71bfacd2e8c006_study5_pr_2_2023-06-22_15h12.16.055.csv,0.75,0.5,1.0,0.5,3.8307,0.6639,-0.8949903146103193,3,1,2,1.7526712973736316
576,62a447d91e71bfacd2e8c006_study5_pr_2_2023-06-22_15h12.16.055.csv,0.75,0.5,1.0,0.5,2.942,0.6639,1.1050096853896807,2,1,2,1.4887133654362692
577,62a447d91e71bfacd2e8c006_study5_pr_2_2023-06-22_15h12.16.055.csv,0.75,0.5,1.0,0.5,0.6948,0.6639,2.105009685389681,0,0,2,0.045492498641836084
578,62a447d91e71bfacd2e8c006_study5_pr_2_2023-06-22_15h12.16.055.csv,0.75,0.5,1.0,0.5,1.2467,0.6639,4.105009685389681,1,1,2,0.6301238036258154
579,5study5_pr_2_2023-06-22_15h37.21.580.csv,0.75,0.5,1.0,0.75,2.9926,0.3921,-0.8949903146103193,3,0,2,2.032380944451033
580,5study5_pr_2_2023-06-22_15h37.21.580.csv,0.75,0.5,1.0,0.75,0.2282,0.3921,1.1050096853896807,0,1,2,-0.5412944718703108
581,5study5_pr_2_2023-06-22_15h37.21.580.csv,0.75,0.5,1.0,0.75,0.1179,0.3921,3.105009685389681,2,1,2,-1.2016801017549608
582,5study5_pr_2_2023-06-22_15h37.21.580.csv,0.75,0.5,1.0,0.75,0.1377,0.3921,5.105009685389681,1,1,2,-1.0464395035636769
583,610a52647a452dee7ca89360_study5_pr_2_2023-06-22_16h05.48.267.csv,0.25,0.5,1.0,1.0,5.8688,0.3011,-0.8949903146103193,0,1,2,2.969963027134403
584,610a52647a452dee7ca89360_study5_pr_2_2023-06-22_16h05.48.267.csv,0.25,0.5,1.0,1.0,4.2179,0.3011,1.1050096853896807,2,0,2,2.63965021735155
585,610a52647a452dee7ca89360_study5_pr_2_2023-06-22_16h05.48.267.csv,0.25,0.5,1.0,1.0,1.6858,0.3011,2.105009685389681,1,0,2,1.7225530720756936
586,610a52647a452dee7ca89360_study5_pr_2_2023-06-22_16h05.48.267.csv,0.25,0.5,1.0,1.0,0.3515,0.3011,6.105009685389681,3,0,2,0.15476727576303143
587,5study5_pr_2_2023-06-22_15h53.09.721.csv,0.5,0.5,1.0,1.0,1.6873,0.7883,0.1050096853896807,2,0,2,0.7610061691384292
588,5study5_pr_2_2023-06-22_15h53.09.721.csv,0.5,0.5,1.0,1.0,0.6945,0.7883,1.1050096853896807,0,1,2,-0.12668656587146407
589,5study5_pr_2_2023-06-22_15h53.09.721.csv,0.5,0.5,1.0,1.0,2.5021,0.7883,4.105009685389681,1,1,2,1.1550069301878731
590,5study5_pr_2_2023-06-22_15h53.09.721.csv,0.5,0.5,1.0,1.0,0.1683,0.7883,6.105009685389681,3,0,2,-1.5441306268691022
591,5study5_pr_2_2023-06-22_16h58.18.311.csv,0.75,0.75,0.75,0.75,5.7731,0.48325,0.1050096853896807,3,0,2,2.4804303588387517
592,5study5_pr_2_2023-06-22_16h58.18.311.csv,0.75,0.75,0.75,0.75,0.1576,0.48325,3.105009685389681,1,1,2,-1.1204739406646615
593,5study5_pr_2_2023-06-22_16h58.18.311.csv,0.75,0.75,0.75,0.75,0.2869,0.48325,4.105009685389681,2,1,2,-0.5214003951011214
594,5study5_pr_2_2023-06-22_16h58.18.311.csv,0.75,0.75,0.75,0.75,0.4725,0.48325,6.105009685389681,0,1,2,-0.02249637115464296
595,614b94457a6ec7a724e0ffd6_study5_pr_2_2023-06-22_15h11.30.270.csv,0.5,0.5,1.0,0.0,1.2504,0.5834,-0.8949903146103193,1,1,2,0.7623457216736458
596,614b94457a6ec7a724e0ffd6_study5_pr_2_2023-06-22_15h11.30.270.csv,0.5,0.5,1.0,0.0,0.6188,0.5834,0.1050096853896807,2,0,2,0.058909061265289886
597,614b94457a6ec7a724e0ffd6_study5_pr_2_2023-06-22_15h11.30.270.csv,0.5,0.5,1.0,0.0,0.3187,0.5834,3.105009685389681,3,0,2,-0.6046228360103304
598,614b94457a6ec7a724e0ffd6_study5_pr_2_2023-06-22_15h11.30.270.csv,0.5,0.5,1.0,0.0,0.3671,0.5834,4.105009685389681,0,1,2,-0.4632387669308326
599,5study5_pr_2_2023-06-22_14h52.49.953.csv,0.5,0.666666667,0.75,0.5,4.1557,0.6508,0.1050096853896807,0,0,2,1.8540337894757175
600,5study5_pr_2_2023-06-22_14h52.49.953.csv,0.5,0.666666667,0.75,0.5,1.2769,0.6508,2.105009685389681,2,1,2,0.6739881690857525
601,5study5_pr_2_2023-06-22_14h52.49.953.csv,0.5,0.666666667,0.75,0.5,1.2188,0.6508,4.105009685389681,1,1,2,0.6274196717666712
602,5study5_pr_2_2023-06-22_14h52.49.953.csv,0.5,0.666666667,0.75,0.5,0.6835,0.6508,5.105009685389681,3,0,2,0.04902428081912152
603,5study5_pr_2_2023-06-22_14h59.16.718.csv,1.0,1.0,0.5,0.0,0.289,0.372,1.1050096853896807,2,1,2,-0.2524671661607144
604,5study5_pr_2_2023-06-22_14h59.16.718.csv,1.0,1.0,0.5,0.0,0.153,0.372,4.105009685389681,3,1,2,-0.8884559328807111
605,5d8cef3c28e183001a335ab0_study5_pr_2_2023-06-22_21h48.37.809.csv,0.25,0.5,1.0,0.25,1.1422,0.18705,1.1050096853896807,1,1,2,1.8093355454366076
606,5d8cef3c28e183001a335ab0_study5_pr_2_2023-06-22_21h48.37.809.csv,0.25,0.5,1.0,0.25,0.7019,0.18705,2.105009685389681,0,0,2,1.3224149829422207
607,5d8cef3c28e183001a335ab0_study5_pr_2_2023-06-22_21h48.37.809.csv,0.25,0.5,1.0,0.25,0.7985,0.18705,4.105009685389681,3,0,2,1.451359006860912
608,5d8cef3c28e183001a335ab0_study5_pr_2_2023-06-22_21h48.37.809.csv,0.25,0.5,1.0,0.25,0.1453,0.18705,5.105009685389681,2,0,2,-0.25257539021791775
609,63e60f40643623a5029f1e2b_study5_pr_2_2023-06-20_08h56.47.134 2.csv,1.0,0.75,0.75,0.25,3.9465,0.4017,-0.8949903146103193,1,1,2,2.2848788477832205
610,63e60f40643623a5029f1e2b_study5_pr_2_2023-06-20_08h56.47.134 2.csv,1.0,0.75,0.75,0.25,0.269,0.4017,3.105009685389681,3,1,2,-0.40099416176339736
611,63e60f40643623a5029f1e2b_study5_pr_2_2023-06-20_08h56.47.134 2.csv,1.0,0.75,0.75,0.25,0.2706,0.4017,6.105009685389681,5,1,2,-0.39506382562854886
612,63e60f40643623a5029f1e2b_study5_pr_2_2023-06-20_08h56.47.134 2.csv,1.0,0.75,0.75,0.25,0.834,0.4017,8.10500968538968,4,1,2,0.7305278609935102
613,5eab2dbd0c7a950efa32c3dc_study5_pr_2_2023-06-22_21h21.03.425.csv,0.333333333,0.5,1.0,1.0,0.3407,0.8516,3.105009685389681,3,1,2,-0.9161146083524035
614,5eab2dbd0c7a950efa32c3dc_study5_pr_2_2023-06-22_21h21.03.425.csv,0.333333333,0.5,1.0,1.0,0.454,0.8516,4.105009685389681,0,0,2,-0.6290197349779764
616,5study5_pr_2_2023-06-22_15h25.03.358.csv,0.5,0.75,0.75,0.5,2.5331,0.317,-0.8949903146103193,1,1,2,2.078297354223924
617,5study5_pr_2_2023-06-22_15h25.03.358.csv,0.5,0.75,0.75,0.5,4.0331,0.317,0.1050096853896807,0,0,2,2.5433888161263254
618,5study5_pr_2_2023-06-22_15h25.03.358.csv,0.5,0.75,0.75,0.5,0.202,0.317,2.105009685389681,3,1,2,-0.4506340764760758
619,5study5_pr_2_2023-06-22_15h25.03.358.csv,0.5,0.75,0.75,0.5,0.8074,0.317,4.105009685389681,2,0,2,0.9349174345415597
620,5e33190a5a41122e93c40989_study5_pr_2_2023-06-22_14h58.56.996.csv,0.5,0.5,1.0,0.25,4.9843,0.3699,-0.8949903146103193,0,0,2,2.60081555243375
621,5e33190a5a41122e93c40989_study5_pr_2_2023-06-22_14h58.56.996.csv,0.5,0.5,1.0,0.25,0.4332,0.3699,2.105009685389681,2,0,2,0.1579668162884271
622,5e33190a5a41122e93c40989_study5_pr_2_2023-06-22_14h58.56.996.csv,0.5,0.5,1.0,0.25,0.7534,0.3699,4.105009685389681,3,1,2,0.7113635964195324
623,5e33190a5a41122e93c40989_study5_pr_2_2023-06-22_14h58.56.996.csv,0.5,0.5,1.0,0.25,0.5659,0.3699,6.105009685389681,1,1,2,0.4251846853100698
624,5Christopher_study5_pr_2_2023-06-22_15h57.34.532.csv,0.25,0.5,1.0,1.0,2.3268,0.2839,-0.8949903146103193,1,0,2,2.1036271485576807
625,5Christopher_study5_pr_2_2023-06-22_15h57.34.532.csv,0.25,0.5,1.0,1.0,0.7174,0.2839,1.1050096853896807,3,1,2,0.9270115016192567
626,5Christopher_study5_pr_2_2023-06-22_15h57.34.532.csv,0.25,0.5,1.0,1.0,0.3839,0.2839,2.105009685389681,0,0,2,0.3017600385278267
627,5Christopher_study5_pr_2_2023-06-22_15h57.34.532.csv,0.25,0.5,1.0,1.0,0.8172,0.2839,6.105009685389681,2,0,2,1.0572617994645415
628,5study5_pr_2_2023-06-22_15h20.22.686.csv,0.5,0.5,1.0,0.0,0.9861,0.7169,0.1050096853896807,1,0,2,0.3188214084794569
629,5study5_pr_2_2023-06-22_15h20.22.686.csv,0.5,0.5,1.0,0.0,0.5548,0.7169,2.105009685389681,2,0,2,-0.25632867241815
630,5study5_pr_2_2023-06-22_15h20.22.686.csv,0.5,0.5,1.0,0.0,0.3675,0.7169,3.105009685389681,0,1,2,-0.6682130422059351
631,5study5_pr_2_2023-06-22_15h20.22.686.csv,0.5,0.5,1.0,0.0,0.5693,0.7169,4.105009685389681,3,1,2,-0.23052882490179027
632,5d50692435e3af0001f05a15_study5_pr_2_2023-06-22_15h35.19.151.csv,0.5,0.5,1.0,0.25,3.7069,0.3671,1.1050096853896807,1,1,2,2.3123169362927176
633,5d50692435e3af0001f05a15_study5_pr_2_2023-06-22_15h35.19.151.csv,0.5,0.5,1.0,0.25,1.176,0.3671,2.105009685389681,3,0,2,1.1642398379557837
634,5d50692435e3af0001f05a15_study5_pr_2_2023-06-22_15h35.19.151.csv,0.5,0.5,1.0,0.25,3.3697,0.3671,4.105009685389681,0,1,2,2.2169447081095215
635,5d50692435e3af0001f05a15_study5_pr_2_2023-06-22_15h35.19.151.csv,0.5,0.5,1.0,0.25,0.7393,0.3671,5.105009685389681,2,0,2,0.7000695020602657
636,5f61d1456de6481859fbd206_study5_pr_2023-06-19_19h55.48.012.csv,0.5,0.5,1.0,0.25,0.6014,0.578,-0.8949903146103193,4,0,2,0.03968640188205129
637,5f61d1456de6481859fbd206_study5_pr_2023-06-19_19h55.48.012.csv,0.5,0.5,1.0,0.25,0.2667,0.578,3.105009685389681,1,1,2,-0.7734494374844089
